IDBillet,IDClasse,Surclassement,TarifSupplementaire
263,1,False,0
265,1,False,0
266,1,True,223
269,1,False,0
273,1,True,261
274,1,True,270
275,1,False,0
276,1,False,0
277,1,False,0
278,1,False,0
279,1,True,76
280,1,False,0
282,1,False,0
283,1,False,0
284,1,False,0
285,1,False,0
286,1,False,0
288,1,False,0
289,1,False,0
290,1,False,0
291,1,False,0
292,1,False,0
293,1,False,0
294,1,False,0
295,1,False,0
297,1,False,0
299,1,False,0
300,1,False,0
301,1,False,0
304,1,True,207
305,1,True,183
306,1,True,94
307,1,False,0
308,1,False,0
309,1,False,0
310,1,False,0
311,1,True,261
312,1,False,0
313,1,True,256
314,1,True,223
315,1,True,198
316,1,False,0
317,1,False,0
319,1,False,0
320,1,False,0
323,1,False,0
324,1,False,0
326,1,False,0
327,1,False,0
328,1,True,132
330,1,False,0
332,1,True,119
333,1,False,0
336,1,False,0
337,1,True,297
339,1,True,286
342,1,True,182
343,1,False,0
344,1,False,0
345,1,False,0
346,1,False,0
348,1,True,157
350,1,True,141
352,1,False,0
353,1,False,0
354,1,False,0
355,1,True,95
356,1,True,170
357,1,True,94
358,1,False,0
359,1,False,0
360,1,False,0
361,1,False,0
362,1,False,0
363,1,True,149
364,1,False,0
365,1,True,297
366,1,False,0
367,1,True,256
369,1,False,0
370,1,True,97
371,1,False,0
373,1,False,0
374,1,False,0
376,1,False,0
378,1,False,0
379,1,False,0
380,1,False,0
381,1,False,0
383,1,False,0
384,1,False,0
385,1,False,0
386,1,True,149
387,1,False,0
388,1,False,0
389,1,False,0
390,1,False,0
391,1,False,0
392,1,False,0
393,1,True,262
394,1,True,158
395,1,False,0
396,1,False,0
397,1,False,0
398,1,False,0
399,1,False,0
400,1,False,0
401,1,False,0
402,1,False,0
404,1,False,0
405,1,False,0
406,1,True,279
407,1,False,0
408,1,False,0
409,1,False,0
411,1,False,0
412,1,False,0
413,1,False,0
415,1,True,256
416,1,False,0
417,1,False,0
418,1,False,0
419,1,True,85
420,1,False,0
421,1,False,0
422,1,False,0
423,1,False,0
424,1,False,0
425,1,False,0
426,1,True,252
427,1,True,165
428,1,True,250
430,1,True,204
431,1,True,150
432,1,True,190
435,1,False,0
436,1,True,166
437,1,False,0
438,1,False,0
439,1,True,266
442,1,False,0
443,1,False,0
444,1,False,0
446,1,False,0
447,1,False,0
448,1,False,0
449,1,False,0
450,1,True,297
451,1,False,0
452,1,True,292
453,1,False,0
454,1,False,0
455,1,False,0
456,1,False,0
457,1,False,0
458,1,False,0
459,1,False,0
460,1,True,192
461,1,False,0
462,1,False,0
463,1,False,0
464,1,False,0
466,1,True,177
467,1,False,0
468,1,False,0
469,1,True,242
470,1,False,0
471,1,False,0
474,1,True,180
475,1,False,0
476,1,False,0
477,1,False,0
478,1,False,0
479,1,False,0
480,1,False,0
482,1,True,276
483,1,True,88
484,1,False,0
485,1,False,0
486,1,False,0
487,1,False,0
489,1,False,0
491,1,False,0
492,1,False,0
494,1,True,272
495,1,True,128
496,1,False,0
497,1,False,0
498,1,False,0
499,1,True,170
500,1,False,0
501,1,False,0
502,1,False,0
504,1,False,0
505,1,False,0
506,1,False,0
507,1,True,256
508,1,False,0
510,1,False,0
511,1,False,0
512,1,False,0
513,1,False,0
514,1,False,0
515,1,False,0
516,1,False,0
517,1,False,0
518,1,False,0
519,1,False,0
520,1,False,0
521,1,False,0
522,1,False,0
523,1,True,196
524,1,False,0
525,1,False,0
526,1,False,0
527,1,False,0
528,1,True,199
530,1,False,0
533,1,True,203
534,1,True,238
536,1,False,0
539,1,False,0
541,1,False,0
542,1,False,0
544,1,False,0
545,1,False,0
547,1,True,86
548,1,False,0
549,1,False,0
550,1,True,127
551,1,False,0
552,1,False,0
553,1,False,0
554,1,False,0
557,1,False,0
558,1,True,217
559,1,False,0
560,1,False,0
561,1,False,0
562,1,True,70
564,1,False,0
565,1,False,0
566,1,False,0
567,1,False,0
568,1,False,0
569,1,True,86
570,1,False,0
572,1,True,139
573,1,True,234
574,1,False,0
575,1,True,278
576,1,False,0
577,1,True,252
578,1,True,128
579,1,False,0
580,1,False,0
581,1,False,0
582,1,False,0
583,1,True,78
585,1,True,99
586,1,False,0
587,1,False,0
588,1,True,262
589,1,True,205
590,1,False,0
591,1,False,0
592,1,False,0
593,1,True,226
594,1,True,148
595,1,False,0
596,1,False,0
597,1,True,117
599,1,False,0
601,1,True,206
602,1,False,0
603,1,True,80
605,1,False,0
606,1,False,0
607,1,False,0
608,1,True,238
610,1,False,0
611,1,False,0
612,1,False,0
613,1,False,0
616,1,False,0
617,1,False,0
618,1,False,0
619,1,True,295
620,1,False,0
621,1,True,228
622,1,False,0
624,1,False,0
625,1,False,0
626,1,True,236
627,1,True,226
628,1,False,0
629,1,False,0
630,1,False,0
631,1,False,0
632,1,False,0
634,1,True,98
635,1,False,0
636,1,False,0
638,1,False,0
639,1,True,141
640,1,True,278
643,1,False,0
644,1,False,0
645,1,True,83
646,1,False,0
649,1,False,0
650,1,False,0
653,1,False,0
654,1,False,0
655,1,False,0
657,1,False,0
658,1,False,0
660,1,False,0
661,1,False,0
663,1,False,0
664,1,True,162
665,1,False,0
666,1,False,0
667,1,False,0
668,1,False,0
669,1,False,0
670,1,True,274
671,1,False,0
672,1,False,0
673,1,False,0
674,1,False,0
675,1,False,0
678,1,False,0
679,1,False,0
680,1,False,0
681,1,False,0
682,1,False,0
683,1,True,268
686,1,True,225
687,1,False,0
688,1,False,0
689,1,False,0
690,1,False,0
691,1,False,0
693,1,False,0
694,1,False,0
697,1,False,0
698,1,False,0
699,1,False,0
700,1,False,0
702,1,False,0
703,1,True,282
704,1,False,0
706,1,False,0
707,1,True,231
708,1,False,0
709,1,False,0
710,1,False,0
711,1,False,0
713,1,False,0
714,1,False,0
715,1,True,103
716,1,False,0
717,1,False,0
718,1,True,197
719,1,False,0
720,1,True,172
721,1,True,203
722,1,False,0
723,1,False,0
725,1,False,0
726,1,False,0
727,1,True,111
728,1,True,155
729,1,False,0
731,1,False,0
733,1,False,0
734,1,False,0
735,1,False,0
736,1,False,0
737,1,False,0
738,1,True,137
739,1,False,0
740,1,False,0
741,1,True,196
742,1,False,0
743,1,False,0
744,1,False,0
745,1,False,0
746,1,False,0
747,1,False,0
748,1,False,0
749,1,False,0
750,1,False,0
752,1,False,0
753,1,True,295
754,1,True,155
755,1,False,0
756,1,False,0
757,1,False,0
758,1,False,0
760,1,False,0
761,1,False,0
762,1,False,0
766,1,True,236
767,1,False,0
768,1,True,134
769,1,False,0
770,1,False,0
771,1,True,218
772,1,False,0
773,1,True,197
774,1,True,74
775,1,True,183
776,1,True,297
777,1,False,0
778,1,True,203
779,1,True,298
780,1,True,171
781,1,True,140
783,1,False,0
784,1,False,0
785,1,False,0
786,1,False,0
787,1,False,0
789,1,False,0
790,1,False,0
791,1,False,0
792,1,True,127
793,1,False,0
794,1,False,0
795,1,False,0
796,1,True,98
797,1,False,0
798,1,False,0
799,1,True,221
800,1,False,0
801,1,True,267
803,1,False,0
804,1,False,0
805,1,False,0
806,1,False,0
808,1,False,0
809,1,True,233
810,1,False,0
811,1,True,89
812,1,False,0
813,1,False,0
814,1,False,0
815,1,False,0
816,1,False,0
817,1,False,0
819,1,True,121
820,1,False,0
821,1,False,0
822,1,False,0
823,1,False,0
824,1,False,0
825,1,False,0
826,1,False,0
827,1,False,0
828,1,True,291
829,1,True,170
830,1,False,0
831,1,False,0
833,1,True,219
834,1,False,0
836,1,False,0
838,1,False,0
839,1,True,203
840,1,True,203
841,1,False,0
843,1,False,0
844,1,True,175
846,1,True,82
848,1,False,0
849,1,False,0
850,1,False,0
852,1,False,0
853,1,False,0
854,1,False,0
855,1,False,0
856,1,False,0
857,1,False,0
858,1,False,0
859,1,True,137
860,1,False,0
862,1,False,0
863,1,False,0
867,1,False,0
869,1,True,137
870,1,False,0
873,1,False,0
874,1,True,147
876,1,False,0
878,1,False,0
879,1,False,0
880,1,False,0
881,1,True,84
882,1,False,0
883,1,False,0
884,1,False,0
885,1,False,0
886,1,False,0
887,1,False,0
889,1,False,0
890,1,True,93
891,1,False,0
892,1,False,0
893,1,False,0
894,1,False,0
895,1,False,0
896,1,True,108
897,1,True,267
899,1,False,0
900,1,False,0
901,1,False,0
903,1,True,208
904,1,False,0
905,1,False,0
906,1,False,0
908,1,True,72
909,1,True,256
910,1,False,0
911,1,True,253
912,1,False,0
913,1,True,245
914,1,False,0
915,1,False,0
917,1,False,0
919,1,True,77
923,1,False,0
924,1,False,0
925,1,False,0
926,1,False,0
928,1,True,159
929,1,True,263
930,1,False,0
931,1,False,0
932,1,False,0
933,1,False,0
934,1,False,0
935,1,False,0
936,1,False,0
937,1,True,163
938,1,False,0
939,1,True,280
940,1,False,0
941,1,False,0
942,1,False,0
944,1,True,259
945,1,False,0
946,1,False,0
947,1,False,0
948,1,False,0
949,1,False,0
950,1,False,0
951,1,False,0
952,1,False,0
953,1,False,0
954,1,True,80
955,1,False,0
956,1,False,0
958,1,True,143
959,1,True,183
960,1,False,0
961,1,False,0
963,1,False,0
964,1,True,132
965,1,False,0
966,1,False,0
967,1,False,0
968,1,False,0
969,1,False,0
970,1,False,0
971,1,False,0
972,1,False,0
974,1,True,238
975,1,True,112
977,1,True,169
978,1,False,0
979,1,True,143
980,1,False,0
982,1,True,157
983,1,False,0
984,1,False,0
985,1,False,0
987,1,False,0
988,1,True,210
990,1,False,0
992,1,False,0
993,1,False,0
994,1,False,0
995,1,False,0
996,1,False,0
997,1,False,0
998,1,False,0
999,1,False,0
1000,1,False,0
1002,1,True,174
1003,1,False,0
1004,1,True,114
1005,1,False,0
1006,1,False,0
1007,1,False,0
1008,1,False,0
1009,1,False,0
1010,1,True,90
1011,1,False,0
1012,1,True,120
1014,1,False,0
1015,1,False,0
1017,1,False,0
1018,1,False,0
1021,1,False,0
1022,1,True,231
1024,1,False,0
1025,1,False,0
1026,1,False,0
1027,1,True,103
1028,1,True,76
1029,1,True,297
1031,1,False,0
1033,1,False,0
1035,1,False,0
1036,1,False,0
1037,1,False,0
1038,1,False,0
1039,1,False,0
1040,1,True,256
1041,1,True,225
1042,1,True,277
1045,1,True,143
1046,1,False,0
1047,1,False,0
1048,1,False,0
1049,1,False,0
1051,1,False,0
1052,1,True,210
1054,1,False,0
1055,1,True,262
1056,1,True,274
1057,1,False,0
1058,1,False,0
1060,1,False,0
1062,1,False,0
1063,1,False,0
1064,1,False,0
1065,1,False,0
1066,1,False,0
1068,1,False,0
1069,1,False,0
1072,1,False,0
1073,1,False,0
1074,1,True,183
1075,1,False,0
1077,1,False,0
1078,1,False,0
1079,1,False,0
1080,1,False,0
1081,1,True,273
1082,1,True,113
1083,1,False,0
1084,1,False,0
1085,1,False,0
1086,1,False,0
1087,1,True,89
1088,1,True,260
1089,1,True,262
1090,1,False,0
1091,1,False,0
1092,1,False,0
1093,1,False,0
1094,1,False,0
1096,1,False,0
1097,1,False,0
1098,1,False,0
1099,1,False,0
1100,1,True,97
1101,1,False,0
1102,1,False,0
1103,1,False,0
1104,1,True,236
1105,1,False,0
1106,1,True,87
1107,1,False,0
1108,1,False,0
1109,1,False,0
1110,1,True,260
1111,1,False,0
1112,1,False,0
1113,1,False,0
1116,1,False,0
1118,1,True,172
1119,1,False,0
1120,1,False,0
1122,1,False,0
1123,1,False,0
1124,1,False,0
1125,1,True,279
1126,1,False,0
1129,1,False,0
1130,1,False,0
1131,1,False,0
1132,1,False,0
1133,1,False,0
1134,1,False,0
1135,1,False,0
1136,1,False,0
1137,1,False,0
1138,1,False,0
1139,1,False,0
1140,1,False,0
1141,1,False,0
1142,1,True,154
1144,1,True,167
1146,1,True,286
1148,1,False,0
1149,1,True,240
1150,1,False,0
1151,1,False,0
1152,1,False,0
1153,1,False,0
1155,1,False,0
1156,1,True,219
1157,1,False,0
1158,1,False,0
1159,1,True,70
1160,1,False,0
1161,1,False,0
1162,1,False,0
1163,1,True,213
1164,1,False,0
1165,1,False,0
1167,1,False,0
1169,1,False,0
1170,1,False,0
1171,1,False,0
1173,1,False,0
1174,1,False,0
1175,1,True,296
1176,1,True,165
1177,1,False,0
1178,1,False,0
1180,1,False,0
1182,1,False,0
1183,1,False,0
1189,1,True,82
1190,1,False,0
1192,1,False,0
1194,1,False,0
1195,1,True,185
1196,1,False,0
1197,1,False,0
1198,1,False,0
1199,1,True,250
1201,1,False,0
1202,1,False,0
1204,1,False,0
1205,1,True,209
1206,1,False,0
1207,1,False,0
1208,1,False,0
1209,1,False,0
1210,1,False,0
1211,1,True,93
1212,1,False,0
1214,1,True,236
1215,1,True,230
1216,1,False,0
1217,1,False,0
1219,1,False,0
1220,1,False,0
1221,1,True,99
1225,1,False,0
1227,1,False,0
1228,1,False,0
1229,1,False,0
1230,1,False,0
1231,1,True,147
1232,1,False,0
1233,1,True,167
1234,1,False,0
1236,1,True,116
1238,1,True,270
1239,1,False,0
1240,1,False,0
1243,1,False,0
1244,1,True,268
1245,1,False,0
1246,1,False,0
1248,1,True,100
1249,1,False,0
1252,1,False,0
1253,1,False,0
1254,1,False,0
1255,1,False,0
1256,1,True,150
1257,1,False,0
1258,1,True,89
1260,1,True,139
1262,1,False,0
1263,1,False,0
1264,1,False,0
1265,1,False,0
1267,1,False,0
1268,1,False,0
1269,1,False,0
1270,1,False,0
1274,1,False,0
1275,1,False,0
1276,1,True,99
1277,1,True,138
1279,1,False,0
1280,1,False,0
1281,1,False,0
1283,1,False,0
1285,1,True,152
1286,1,False,0
1287,1,False,0
1288,1,False,0
1289,1,True,157
1291,1,True,110
1292,1,False,0
1294,1,False,0
1295,1,False,0
1296,1,True,251
1297,1,False,0
1298,1,False,0
1299,1,False,0
1300,1,False,0
1301,1,True,126
1302,1,False,0
1303,1,True,163
1304,1,False,0
1305,1,True,100
1306,1,False,0
1307,1,False,0
1308,1,False,0
1309,1,False,0
1310,1,True,282
1312,1,True,80
1313,1,False,0
1314,1,False,0
1315,1,True,215
1316,1,False,0
1319,1,False,0
1320,1,False,0
1321,1,True,251
1322,1,False,0
1324,1,False,0
1325,1,False,0
1326,1,False,0
1328,1,True,240
1329,1,True,130
1330,1,False,0
1332,1,False,0
1333,1,False,0
1335,1,False,0
1336,1,False,0
1338,1,True,223
1339,1,False,0
1340,1,False,0
1341,1,False,0
1343,1,False,0
1344,1,False,0
1345,1,True,219
1347,1,False,0
1348,1,False,0
1349,1,False,0
1352,1,False,0
1353,1,False,0
1354,1,False,0
1355,1,False,0
1356,1,False,0
1357,1,True,262
1358,1,False,0
1360,1,False,0
1361,1,True,128
1362,1,False,0
1363,1,True,177
1364,1,False,0
1365,1,False,0
1366,1,False,0
1367,1,False,0
1370,1,False,0
1374,1,False,0
1375,1,False,0
1376,1,False,0
1377,1,False,0
1378,1,False,0
1379,1,True,214
1380,1,False,0
1381,1,False,0
1382,1,False,0
1383,1,True,171
1384,1,True,101
1385,1,True,268
1387,1,False,0
1389,1,False,0
1390,1,False,0
1392,1,True,155
1395,1,True,185
1397,1,False,0
1398,1,False,0
1399,1,False,0
1400,1,True,267
1401,1,False,0
1403,1,False,0
1404,1,True,169
1405,1,True,110
1406,1,True,111
1407,1,False,0
1408,1,False,0
1409,1,False,0
1410,1,False,0
1411,1,False,0
1412,1,False,0
1414,1,False,0
1415,1,True,91
1416,1,False,0
1417,1,True,180
1418,1,False,0
1419,1,False,0
1420,1,False,0
1421,1,False,0
1422,1,True,88
1423,1,True,249
1424,1,False,0
1425,1,False,0
1426,1,False,0
1427,1,True,118
1428,1,False,0
1429,1,False,0
1430,1,True,126
1432,1,True,248
1434,1,True,205
1435,1,True,119
1436,1,False,0
1437,1,False,0
1438,1,True,283
1439,1,False,0
1440,1,False,0
1441,1,False,0
1442,1,False,0
1443,1,True,162
1444,1,False,0
1445,1,False,0
1446,1,False,0
1447,1,False,0
1449,1,True,289
1450,1,True,273
1452,1,False,0
1453,1,True,224
1454,1,False,0
1455,1,False,0
1456,1,False,0
1457,1,False,0
1458,1,False,0
1459,1,False,0
1460,1,False,0
1461,1,False,0
1462,1,False,0
1463,1,False,0
1464,1,False,0
1465,1,False,0
1466,1,False,0
1470,1,True,250
1471,1,False,0
1472,1,False,0
1473,1,True,231
1474,1,True,188
1477,1,False,0
1478,1,False,0
1480,1,False,0
1481,1,False,0
1482,1,True,243
1483,1,False,0
1485,1,True,88
1486,1,False,0
1487,1,False,0
1491,1,False,0
1492,1,False,0
1493,1,False,0
1494,1,False,0
1495,1,True,242
1497,1,False,0
1498,1,False,0
1499,1,False,0
1500,1,False,0
1501,1,False,0
1502,1,False,0
1503,1,False,0
1504,1,False,0
1505,1,False,0
1507,1,False,0
1511,1,False,0
1512,1,False,0
1513,1,False,0
1514,1,False,0
1515,1,False,0
1517,1,True,160
1518,1,False,0
1519,1,True,216
1520,1,False,0
1521,1,False,0
1522,1,False,0
1523,1,True,105
1524,1,False,0
1525,1,False,0
1526,1,False,0
1527,1,False,0
1528,1,False,0
1529,1,False,0
1530,1,True,204
1531,1,True,276
1532,1,False,0
1533,1,True,158
1534,1,False,0
1535,1,False,0
1536,1,False,0
1537,1,False,0
1540,1,False,0
1541,1,False,0
1542,1,False,0
1543,1,False,0
1545,1,False,0
1546,1,False,0
1547,1,True,229
1549,1,False,0
1550,1,False,0
1551,1,True,171
1554,1,False,0
1555,1,False,0
1557,1,True,266
1558,1,True,278
1559,1,False,0
1563,1,False,0
1565,1,False,0
1566,1,False,0
1568,1,False,0
1570,1,True,171
1571,1,False,0
1572,1,True,165
1574,1,False,0
1575,1,False,0
1576,1,False,0
1577,1,False,0
1578,1,False,0
1579,1,False,0
1580,1,False,0
1581,1,False,0
1582,1,False,0
1583,1,False,0
1584,1,True,82
1585,1,False,0
1587,1,False,0
1588,1,False,0
1589,1,True,115
1591,1,True,295
1592,1,False,0
1593,1,False,0
1595,1,False,0
1598,1,True,87
1599,1,True,207
1600,1,True,294
1601,1,True,164
1602,1,False,0
1603,1,True,107
1604,1,True,191
1605,1,True,195
1606,1,False,0
1607,1,False,0
1609,1,False,0
1610,1,False,0
1611,1,False,0
1614,1,True,274
1615,1,False,0
1616,1,True,137
1617,1,True,82
1618,1,False,0
1620,1,False,0
1621,1,False,0
1622,1,False,0
1623,1,True,134
1624,1,False,0
1625,1,True,256
1626,1,False,0
1627,1,False,0
1628,1,False,0
1629,1,True,278
1631,1,True,208
1632,1,False,0
1633,1,True,204
1634,1,False,0
1635,1,False,0
1636,1,False,0
1638,1,False,0
1639,1,False,0
1640,1,False,0
1641,1,False,0
1642,1,False,0
1644,1,False,0
1645,1,False,0
1646,1,False,0
1647,1,False,0
1648,1,True,129
1649,1,False,0
1650,1,False,0
1651,1,True,165
1652,1,True,206
1653,1,True,182
1654,1,False,0
1655,1,False,0
1656,1,False,0
1659,1,False,0
1660,1,True,87
1661,1,False,0
1662,1,True,148
1663,1,True,115
1664,1,True,75
1665,1,False,0
1666,1,False,0
1667,1,False,0
1668,1,True,158
1669,1,True,189
1670,1,True,140
1671,1,True,295
1672,1,False,0
1673,1,False,0
1674,1,False,0
1675,1,False,0
1676,1,False,0
1677,1,False,0
1678,1,True,184
1679,1,True,170
1680,1,True,260
1681,1,False,0
1682,1,False,0
1683,1,False,0
1684,1,False,0
1685,1,False,0
1686,1,False,0
1687,1,False,0
1689,1,False,0
1690,1,False,0
1691,1,False,0
1692,1,False,0
1694,1,False,0
1695,1,False,0
1698,1,False,0
1699,1,False,0
1703,1,False,0
1704,1,False,0
1705,1,True,273
1706,1,False,0
1707,1,False,0
1708,1,False,0
1710,1,False,0
1712,1,True,142
1714,1,False,0
1716,1,False,0
1717,1,False,0
1718,1,False,0
1720,1,False,0
1721,1,True,280
1723,1,False,0
1724,1,False,0
1727,1,True,277
1728,1,False,0
1729,1,False,0
1730,1,False,0
1731,1,False,0
1732,1,True,89
1734,1,False,0
1737,1,False,0
1738,1,True,259
1741,1,False,0
1742,1,False,0
1743,1,False,0
1744,1,False,0
1745,1,True,278
1746,1,False,0
1748,1,True,190
1749,1,True,298
1750,1,True,193
1751,1,True,260
1752,1,False,0
1754,1,False,0
1755,1,False,0
1756,1,True,224
1757,1,False,0
1758,1,False,0
1759,1,False,0
1760,1,True,175
1762,1,False,0
1764,1,False,0
1765,1,False,0
1766,1,False,0
1768,1,True,82
1769,1,True,282
1770,1,False,0
1772,1,False,0
1773,1,False,0
1774,1,True,208
1776,1,False,0
1777,1,True,263
1778,1,False,0
1779,1,False,0
1780,1,False,0
1781,1,False,0
1782,1,True,227
1783,1,False,0
1784,1,False,0
1785,1,True,210
1787,1,True,137
1789,1,False,0
1791,1,False,0
1792,1,True,148
1793,1,False,0
1794,1,False,0
1795,1,True,294
1796,1,True,120
1797,1,False,0
1799,1,False,0
1800,1,False,0
1801,1,False,0
1803,1,False,0
1804,1,False,0
1805,1,True,215
1806,1,True,291
1807,1,False,0
1809,1,True,146
1810,1,False,0
1811,1,False,0
1812,1,False,0
1813,1,True,170
1814,1,False,0
1815,1,True,277
1816,1,False,0
1817,1,False,0
1819,1,True,227
1820,1,False,0
1821,1,True,140
1823,1,True,103
1824,1,True,290
1825,1,True,187
1826,1,False,0
1828,1,False,0
1830,1,False,0
1831,1,False,0
1832,1,False,0
1833,1,False,0
1835,1,True,168
1836,1,False,0
1837,1,False,0
1839,1,False,0
1840,1,False,0
1841,1,False,0
1842,1,False,0
1843,1,False,0
1844,1,False,0
1845,1,False,0
1846,1,True,276
1847,1,False,0
1849,1,False,0
1850,1,False,0
1851,1,False,0
1852,1,False,0
1854,1,False,0
1855,1,True,130
1856,1,True,261
1857,1,False,0
1858,1,False,0
1859,1,False,0
1860,1,True,88
1861,1,False,0
1863,1,False,0
1864,1,False,0
1867,1,False,0
1868,1,False,0
1870,1,False,0
1871,1,False,0
1872,1,False,0
1873,1,True,193
1874,1,False,0
1875,1,False,0
1876,1,False,0
1877,1,False,0
1878,1,False,0
1879,1,False,0
1880,1,True,88
1881,1,False,0
1883,1,False,0
1884,1,False,0
1885,1,False,0
1886,1,True,184
1887,1,False,0
1888,1,True,209
1889,1,False,0
1890,1,True,228
1891,1,True,154
1892,1,False,0
1893,1,False,0
1894,1,True,93
1896,1,False,0
1898,1,False,0
1900,1,False,0
1901,1,True,83
1904,1,False,0
1905,1,False,0
1906,1,True,143
1907,1,False,0
1908,1,False,0
1909,1,False,0
1910,1,False,0
1912,1,False,0
1913,1,False,0
1914,1,True,116
1916,1,False,0
1917,1,False,0
1918,1,False,0
1919,1,False,0
1920,1,False,0
1921,1,True,143
1922,1,False,0
1923,1,False,0
1924,1,False,0
1925,1,False,0
1926,1,False,0
1927,1,False,0
1928,1,False,0
1929,1,False,0
1930,1,False,0
1931,1,False,0
1932,1,False,0
1933,1,False,0
1936,1,True,89
1937,1,False,0
1938,1,False,0
1939,1,False,0
1941,1,True,227
1942,1,False,0
1943,1,True,205
1944,1,False,0
1945,1,False,0
1946,1,False,0
1947,1,False,0
1948,1,False,0
1950,1,False,0
1951,1,False,0
1952,1,True,78
1953,1,False,0
1954,1,False,0
1955,1,False,0
1956,1,False,0
1957,1,False,0
1959,1,True,205
1960,1,True,224
1961,1,False,0
1962,1,False,0
1963,1,False,0
1965,1,False,0
1966,1,True,273
1969,1,True,104
1971,1,False,0
1973,1,False,0
1974,1,False,0
1975,1,False,0
1976,1,False,0
1977,1,False,0
1978,1,False,0
1979,1,False,0
1980,1,False,0
1981,1,False,0
1982,1,False,0
1983,1,True,131
1984,1,False,0
1985,1,True,122
1986,1,False,0
1987,1,False,0
1988,1,False,0
1989,1,True,139
1991,1,False,0
1992,1,False,0
1993,1,False,0
1994,1,True,187
1995,1,True,152
1996,1,False,0
1997,1,False,0
1998,1,False,0
1999,1,True,256
2000,1,False,0
2001,1,False,0
2002,1,False,0
2003,1,False,0
2004,1,False,0
2005,1,False,0
2006,1,True,246
2007,1,False,0
2009,1,False,0
2010,1,False,0
2011,1,False,0
2012,1,False,0
2013,1,True,218
2015,1,False,0
2016,1,False,0
2017,1,False,0
2018,1,False,0
2019,1,False,0
2021,1,False,0
2023,1,False,0
2024,1,False,0
2025,1,False,0
2026,1,False,0
2027,1,False,0
2028,1,False,0
2031,1,False,0
2033,1,False,0
2035,1,True,101
2036,1,False,0
2038,1,False,0
2042,1,False,0
2043,1,True,282
2044,1,False,0
2045,1,False,0
2046,1,False,0
