id_miles,id_participant,id_vol,miles_calculé
251,31,VOL00279,58
252,32,VOL00412,45
253,32,VOL02254,39
254,32,VOL02225,39
255,32,VOL01337,87
256,32,VOL01172,71
257,32,VOL00279,58
258,32,VOL00389,60
259,32,VOL00233,71
260,33,VOL00412,13
261,33,VOL02254,11
262,33,VOL02225,11
263,33,VOL01337,25
264,33,VOL01172,20
265,33,VOL00279,16
266,33,VOL00233,20
267,33,VOL00143,23
268,33,VOL00133,18
269,33,VOL02888,18
270,33,VOL00998,15
271,34,VOL00412,26
272,34,VOL02254,22
273,34,VOL02225,22
274,34,VOL01337,50
275,34,VOL01172,41
276,34,VOL00279,33
277,34,VOL00233,40
278,34,VOL00143,46
279,34,VOL00133,36
280,34,VOL02888,36
281,35,VOL00412,26
282,35,VOL02254,22
283,35,VOL02225,22
284,35,VOL01337,50
285,35,VOL01172,41
286,35,VOL00279,33
287,35,VOL00233,40
288,35,VOL00143,46
289,35,VOL00133,36
290,35,VOL02888,36
291,36,VOL00412,45
292,36,VOL02254,39
293,36,VOL02225,39
294,36,VOL01337,87
295,36,VOL01172,71
296,36,VOL00279,58
297,36,VOL00233,71
298,36,VOL00143,81
299,37,VOL00412,45
300,37,VOL02254,39
301,37,VOL02225,39
302,37,VOL01337,87
303,37,VOL01172,71
304,37,VOL00279,58
305,38,VOL00412,58
306,38,VOL02254,50
307,38,VOL02225,50
308,38,VOL01337,112
309,38,VOL01172,91
310,38,VOL00279,74
311,38,VOL00233,91
312,38,VOL00143,104
313,38,VOL00133,81
314,38,VOL02888,80
315,39,VOL00412,13
316,39,VOL02254,11
317,39,VOL02225,11
318,39,VOL01337,25
319,39,VOL01172,20
320,39,VOL00279,16
321,39,VOL00233,20
322,39,VOL00143,23
323,40,VOL00412,45
324,40,VOL02254,39
325,40,VOL02225,39
326,40,VOL01337,87
327,40,VOL01172,71
328,40,VOL00279,58
329,40,VOL00233,71
330,40,VOL00143,81
331,40,VOL00133,63
332,40,VOL02888,63
333,40,VOL00998,51
334,41,VOL00412,13
335,41,VOL02254,11
336,41,VOL02225,11
337,41,VOL01337,25
338,42,VOL00412,58
339,42,VOL02254,50
340,42,VOL02225,50
341,42,VOL01337,112
342,42,VOL02918,101
343,42,VOL01172,91
344,43,VOL00412,13
345,43,VOL02254,11
346,43,VOL02225,11
347,43,VOL01337,25
348,44,VOL00412,13
349,44,VOL02254,11
350,44,VOL02225,11
351,44,VOL01337,25
352,44,VOL01172,20
353,44,VOL00279,16
354,44,VOL00233,20
355,44,VOL00143,23
356,45,VOL00412,13
357,45,VOL02254,11
358,45,VOL02225,11
359,45,VOL01337,25
360,46,VOL00412,26
361,46,VOL02254,22
362,46,VOL02225,22
363,46,VOL01337,50
364,46,VOL01172,41
365,46,VOL00279,33
366,46,VOL00389,34
367,46,VOL00233,40
368,47,VOL00412,13
369,47,VOL02254,11
370,47,VOL02225,11
371,47,VOL01337,25
372,48,VOL00412,13
373,48,VOL02254,11
374,48,VOL02225,11
375,48,VOL01337,25
376,48,VOL01172,20
377,48,VOL00279,16
378,48,VOL00233,20
379,48,VOL00143,23
380,48,VOL00133,18
381,48,VOL02888,18
382,48,VOL00998,15
383,49,VOL00412,45
384,49,VOL02254,39
385,49,VOL02225,39
386,49,VOL01337,87
387,49,VOL01172,71
388,49,VOL00279,58
389,49,VOL00233,71
390,49,VOL00143,81
391,49,VOL00133,63
392,49,VOL02888,63
393,50,VOL00412,13
394,50,VOL02254,11
395,50,VOL02225,11
396,50,VOL01337,25
397,50,VOL01172,20
398,50,VOL00279,16
399,50,VOL00233,20
400,50,VOL00143,23
401,50,VOL00133,18
402,50,VOL02888,18
403,51,VOL00412,26
404,51,VOL02254,22
405,51,VOL02225,22
406,51,VOL01337,50
407,52,VOL00412,26
408,52,VOL02254,22
409,52,VOL02225,22
410,52,VOL01337,50
411,52,VOL01172,41
412,52,VOL00279,33
413,52,VOL00389,34
414,52,VOL00233,40
415,53,VOL00412,26
416,53,VOL02254,22
417,53,VOL02225,22
418,53,VOL01337,50
419,53,VOL01172,41
420,53,VOL00279,33
421,53,VOL00233,40
422,53,VOL00143,46
423,53,VOL01066,34
424,53,VOL00133,36
425,54,VOL00412,58
426,54,VOL02254,50
427,54,VOL02225,50
428,54,VOL01337,112
429,54,VOL01172,91
430,54,VOL00279,74
431,54,VOL00233,91
432,54,VOL00143,104
433,55,VOL00412,26
434,55,VOL02254,22
435,55,VOL02225,22
436,55,VOL01337,50
437,55,VOL01172,41
438,55,VOL00279,33
439,55,VOL00233,40
440,55,VOL00143,46
441,55,VOL00133,36
442,55,VOL02888,36
443,56,VOL00412,13
444,56,VOL02254,11
445,56,VOL02225,11
446,56,VOL01337,25
447,56,VOL01172,20
448,56,VOL00279,16
449,56,VOL00233,20
450,56,VOL00143,23
451,57,VOL00412,45
452,57,VOL02254,39
453,57,VOL02225,39
454,57,VOL01337,87
455,57,VOL01172,71
456,57,VOL00279,58
457,57,VOL00233,71
458,57,VOL00143,81
459,57,VOL01066,60
460,57,VOL00133,63
461,58,VOL00412,13
462,58,VOL02254,11
463,58,VOL02225,11
464,58,VOL01337,25
465,58,VOL01172,20
466,58,VOL00279,16
467,58,VOL00233,20
468,58,VOL00143,23
469,59,VOL00412,26
470,59,VOL02254,22
471,59,VOL02225,22
472,59,VOL01337,50
473,59,VOL01172,41
474,59,VOL00279,33
475,59,VOL00389,34
476,59,VOL00233,40
477,60,VOL00412,13
478,60,VOL02254,11
479,60,VOL02225,11
480,60,VOL01337,25
481,60,VOL01172,20
482,60,VOL00279,16
483,60,VOL00233,20
484,60,VOL00143,23
485,60,VOL00133,18
486,60,VOL02888,18
487,61,VOL00412,13
488,61,VOL02254,11
489,61,VOL02225,11
490,61,VOL01337,25
491,61,VOL01172,20
492,61,VOL00279,16
493,62,VOL00412,13
494,62,VOL02254,11
495,62,VOL02225,11
496,62,VOL01337,25
497,62,VOL01172,20
498,62,VOL00279,16
499,62,VOL00233,20
500,62,VOL00143,23
501,62,VOL00133,18
502,62,VOL02888,18
503,62,VOL00998,15
504,63,VOL00412,58
505,63,VOL02254,50
506,63,VOL02225,50
507,63,VOL01337,112
508,63,VOL01172,91
509,63,VOL00279,74
510,63,VOL00233,91
511,63,VOL00143,104
512,63,VOL00133,81
513,63,VOL02888,80
514,63,VOL00998,66
515,64,VOL00412,58
516,64,VOL02254,50
517,64,VOL02225,50
518,64,VOL01337,112
519,65,VOL00412,45
520,65,VOL02254,39
521,65,VOL02225,39
522,65,VOL01337,87
523,65,VOL01172,71
524,65,VOL00279,58
525,66,VOL00412,58
526,66,VOL02254,50
527,66,VOL02225,50
528,66,VOL01337,112
529,66,VOL01172,91
530,66,VOL00279,74
531,66,VOL00233,91
532,66,VOL00143,104
533,66,VOL00133,81
534,66,VOL02888,80
535,66,VOL00998,66
536,67,VOL00412,45
537,67,VOL02254,39
538,67,VOL02225,39
539,67,VOL01337,87
540,67,VOL01172,71
541,67,VOL00279,58
542,67,VOL00233,71
543,67,VOL00143,81
544,67,VOL01066,60
545,67,VOL00133,63
546,68,VOL00412,58
547,68,VOL02254,50
548,68,VOL02225,50
549,68,VOL01337,112
550,68,VOL01172,91
551,68,VOL00279,74
552,68,VOL00233,91
553,68,VOL00143,104
554,68,VOL01066,77
555,68,VOL00133,81
556,69,VOL00412,26
557,69,VOL02254,22
558,69,VOL02225,22
559,69,VOL01337,50
560,69,VOL01172,41
561,69,VOL00279,33
562,69,VOL00233,40
563,69,VOL00143,46
564,70,VOL00412,26
565,70,VOL02254,22
566,70,VOL02225,22
567,70,VOL01337,50
568,70,VOL01172,41
569,70,VOL00279,33
570,70,VOL00389,34
571,70,VOL00233,40
572,71,VOL00412,13
573,71,VOL02254,11
574,71,VOL02225,11
575,71,VOL01337,25
576,71,VOL01172,20
577,71,VOL00279,16
578,71,VOL00389,17
579,71,VOL00233,20
580,72,VOL00412,58
581,72,VOL02254,50
582,72,VOL02225,50
583,72,VOL01337,112
584,72,VOL01172,91
585,72,VOL00279,74
586,72,VOL00233,91
587,72,VOL00143,104
588,73,VOL00412,45
589,73,VOL02254,39
590,73,VOL02225,39
591,73,VOL01337,87
592,73,VOL01172,71
593,73,VOL00279,58
594,73,VOL00233,71
595,73,VOL00143,81
596,73,VOL00133,63
597,73,VOL02888,63
598,73,VOL00998,51
599,74,VOL00412,45
600,74,VOL02254,39
601,74,VOL02225,39
602,74,VOL01337,87
603,74,VOL01172,71
604,74,VOL00279,58
605,74,VOL00233,71
606,74,VOL00143,81
607,74,VOL00133,63
608,74,VOL02888,63
609,74,VOL00998,51
610,75,VOL00412,13
611,75,VOL02254,11
612,75,VOL02225,11
613,75,VOL01337,25
614,75,VOL01172,20
615,75,VOL00279,16
616,75,VOL00233,20
617,75,VOL00143,23
618,75,VOL00133,18
619,75,VOL02888,18
620,75,VOL00998,15
621,76,VOL00412,13
622,76,VOL02254,11
623,76,VOL02225,11
624,76,VOL01337,25
625,76,VOL01172,20
626,76,VOL00279,16
627,76,VOL00389,17
628,76,VOL00233,20
629,77,VOL00412,58
630,77,VOL02254,50
631,77,VOL02225,50
632,77,VOL01337,112
633,77,VOL02918,101
634,77,VOL01172,91
635,78,VOL00412,45
636,78,VOL02254,39
637,78,VOL02225,39
638,78,VOL01337,87
639,78,VOL01172,71
640,78,VOL00279,58
641,78,VOL00233,71
642,78,VOL00143,81
643,78,VOL00133,63
644,78,VOL02888,63
645,78,VOL00998,51
646,79,VOL00412,26
647,79,VOL02254,22
648,79,VOL02225,22
649,79,VOL01337,50
650,79,VOL01172,41
651,79,VOL00279,33
652,79,VOL00233,40
653,79,VOL00143,46
654,79,VOL00133,36
655,79,VOL02888,36
656,80,VOL00412,13
657,80,VOL02254,11
658,80,VOL02225,11
659,80,VOL01337,25
660,80,VOL02918,22
661,80,VOL01172,20
662,81,VOL00412,13
663,81,VOL02254,11
664,81,VOL02225,11
665,81,VOL01337,25
666,81,VOL01172,20
667,81,VOL00279,16
668,81,VOL00233,20
669,81,VOL00143,23
670,82,VOL00412,13
671,82,VOL02254,11
672,82,VOL02225,11
673,82,VOL01337,25
674,82,VOL01172,20
675,82,VOL00279,16
676,83,VOL00412,26
677,83,VOL02254,22
678,83,VOL02225,22
679,83,VOL01337,50
680,83,VOL01172,41
681,83,VOL00279,33
682,83,VOL00233,40
683,83,VOL00143,46
684,83,VOL00133,36
685,83,VOL02888,36
686,84,VOL00412,26
687,84,VOL02254,22
688,84,VOL02225,22
689,84,VOL01337,50
690,84,VOL01172,41
691,84,VOL00279,33
692,84,VOL00233,40
693,84,VOL00143,46
694,85,VOL00412,58
695,85,VOL02254,50
696,85,VOL02225,50
697,85,VOL01337,112
698,85,VOL02918,101
699,85,VOL01172,91
700,86,VOL00412,26
701,86,VOL02254,22
702,86,VOL02225,22
703,86,VOL01337,50
704,86,VOL01172,41
705,86,VOL00279,33
706,86,VOL00233,40
707,86,VOL00143,46
708,86,VOL00133,36
709,86,VOL02888,36
710,87,VOL00412,13
711,87,VOL02254,11
712,87,VOL02225,11
713,87,VOL01337,25
714,87,VOL02918,22
715,87,VOL01172,20
716,88,VOL00412,13
717,88,VOL02254,11
718,88,VOL02225,11
719,88,VOL01337,25
720,89,VOL00412,13
721,89,VOL02254,11
722,89,VOL02225,11
723,89,VOL01337,25
724,89,VOL02918,22
725,89,VOL01172,20
726,90,VOL00412,13
727,90,VOL02254,11
728,90,VOL02225,11
729,90,VOL01337,25
730,91,VOL00412,45
731,91,VOL02254,39
732,91,VOL02225,39
733,91,VOL01337,87
734,91,VOL02918,78
735,91,VOL01172,71
736,92,VOL00412,26
737,92,VOL02254,22
738,92,VOL02225,22
739,92,VOL01337,50
740,92,VOL01172,41
741,92,VOL00279,33
742,93,VOL00412,26
743,93,VOL02254,22
744,93,VOL02225,22
745,93,VOL01337,50
746,93,VOL01172,41
747,93,VOL00279,33
748,93,VOL00233,40
749,93,VOL00143,46
750,93,VOL00133,36
751,93,VOL02888,36
752,94,VOL00412,26
753,94,VOL02254,22
754,94,VOL02225,22
755,94,VOL01337,50
756,94,VOL01172,41
757,94,VOL00279,33
758,94,VOL00389,34
759,94,VOL00233,40
760,95,VOL00412,13
761,95,VOL02254,11
762,95,VOL02225,11
763,95,VOL01337,25
764,96,VOL00412,26
765,96,VOL02254,22
766,96,VOL02225,22
767,96,VOL01337,50
768,97,VOL00412,45
769,97,VOL02254,39
770,97,VOL02225,39
771,97,VOL01337,87
772,98,VOL00412,13
773,98,VOL02254,11
774,98,VOL02225,11
775,98,VOL01337,25
776,98,VOL01172,20
777,98,VOL00279,16
778,99,VOL00412,26
779,99,VOL02254,22
780,99,VOL02225,22
781,99,VOL01337,50
782,99,VOL01172,41
783,99,VOL00279,33
784,99,VOL00233,40
785,99,VOL00143,46
786,99,VOL01066,34
787,99,VOL00133,36
788,100,VOL00412,13
789,100,VOL02254,11
790,100,VOL02225,11
791,100,VOL01337,25
792,100,VOL01172,20
793,100,VOL00279,16
794,100,VOL00233,20
795,100,VOL00143,23
796,100,VOL01066,17
797,100,VOL00133,18
798,101,VOL00412,13
799,101,VOL02254,11
800,101,VOL02225,11
801,101,VOL01337,25
802,101,VOL01172,20
803,101,VOL00279,16
804,101,VOL00233,20
805,101,VOL00143,23
806,102,VOL00412,26
807,102,VOL02254,22
808,102,VOL02225,22
809,102,VOL01337,50
810,102,VOL01172,41
811,102,VOL00279,33
812,102,VOL00233,40
813,102,VOL00143,46
814,102,VOL01066,34
815,102,VOL00133,36
816,103,VOL00412,13
817,103,VOL02254,11
818,103,VOL02225,11
819,103,VOL01337,25
820,104,VOL00412,13
821,104,VOL02254,11
822,104,VOL02225,11
823,104,VOL01337,25
824,105,VOL00412,13
825,105,VOL02254,11
826,105,VOL02225,11
827,105,VOL01337,25
828,105,VOL01172,20
829,105,VOL00279,16
830,105,VOL00233,20
831,105,VOL00143,23
832,105,VOL01066,17
833,105,VOL00133,18
834,106,VOL00412,26
835,106,VOL02254,22
836,106,VOL02225,22
837,106,VOL01337,50
838,106,VOL01172,41
839,106,VOL00279,33
840,106,VOL00233,40
841,106,VOL00143,46
842,107,VOL00412,13
843,107,VOL02254,11
844,107,VOL02225,11
845,107,VOL01337,25
846,107,VOL01172,20
847,107,VOL00279,16
848,107,VOL00233,20
849,107,VOL00143,23
850,108,VOL00412,58
851,108,VOL02254,50
852,108,VOL02225,50
853,108,VOL01337,112
854,108,VOL01172,91
855,108,VOL00279,74
856,108,VOL00233,91
857,108,VOL00143,104
858,108,VOL00133,81
859,108,VOL02888,80
860,108,VOL00998,66
861,109,VOL00412,13
862,109,VOL02254,11
863,109,VOL02225,11
864,109,VOL01337,25
865,109,VOL01172,20
866,109,VOL00279,16
867,109,VOL00389,17
868,109,VOL00233,20
869,110,VOL00412,26
870,110,VOL02254,22
871,110,VOL02225,22
872,110,VOL01337,50
873,110,VOL01172,41
874,110,VOL00279,33
875,110,VOL00389,34
876,110,VOL00233,40
877,111,VOL00412,45
878,111,VOL02254,39
879,111,VOL02225,39
880,111,VOL01337,87
881,111,VOL01172,71
882,111,VOL00279,58
883,111,VOL00233,71
884,111,VOL00143,81
885,111,VOL00133,63
886,111,VOL02888,63
887,112,VOL00412,45
888,112,VOL02254,39
889,112,VOL02225,39
890,112,VOL01337,87
891,112,VOL02918,78
892,112,VOL01172,71
893,113,VOL00412,26
894,113,VOL02254,22
895,113,VOL02225,22
896,113,VOL01337,50
897,113,VOL01172,41
898,113,VOL00279,33
899,113,VOL00389,34
900,113,VOL00233,40
901,114,VOL00412,45
902,114,VOL02254,39
903,114,VOL02225,39
904,114,VOL01337,87
905,114,VOL01172,71
906,114,VOL00279,58
907,114,VOL00233,71
908,114,VOL00143,81
909,114,VOL00133,63
910,114,VOL02888,63
911,114,VOL00998,51
912,115,VOL00412,13
913,115,VOL02254,11
914,115,VOL02225,11
915,115,VOL01337,25
916,115,VOL02918,22
917,115,VOL01172,20
918,116,VOL00412,26
919,116,VOL02254,22
920,116,VOL02225,22
921,116,VOL01337,50
922,116,VOL01172,41
923,116,VOL00279,33
924,116,VOL00389,34
925,116,VOL00233,40
926,117,VOL00412,26
927,117,VOL02254,22
928,117,VOL02225,22
929,117,VOL01337,50
930,117,VOL01172,41
931,117,VOL00279,33
932,117,VOL00389,34
933,117,VOL00233,40
934,118,VOL00412,26
935,118,VOL02254,22
936,118,VOL02225,22
937,118,VOL01337,50
938,118,VOL01172,41
939,118,VOL00279,33
940,118,VOL00233,40
941,118,VOL00143,46
942,118,VOL00133,36
943,118,VOL02888,36
944,118,VOL00998,29
945,119,VOL00412,13
946,119,VOL02254,11
947,119,VOL02225,11
948,119,VOL01337,25
949,119,VOL01172,20
950,119,VOL00279,16
951,119,VOL00233,20
952,119,VOL00143,23
953,120,VOL00412,26
954,120,VOL02254,22
955,120,VOL02225,22
956,120,VOL01337,50
957,120,VOL01172,41
958,120,VOL00279,33
959,120,VOL00233,40
960,120,VOL00143,46
961,120,VOL00133,36
962,120,VOL02888,36
963,120,VOL00998,29
964,121,VOL00412,45
965,121,VOL02254,39
966,121,VOL02225,39
967,121,VOL01337,87
968,121,VOL01172,71
969,121,VOL00279,58
970,121,VOL00233,71
971,121,VOL00143,81
972,121,VOL01066,60
973,121,VOL00133,63
974,122,VOL00412,45
975,122,VOL02254,39
976,122,VOL02225,39
977,122,VOL01337,87
978,122,VOL01172,71
979,122,VOL00279,58
980,122,VOL00233,71
981,122,VOL00143,81
982,122,VOL00133,63
983,122,VOL02888,63
984,122,VOL00998,51
985,123,VOL00412,13
986,123,VOL02254,11
987,123,VOL02225,11
988,123,VOL01337,25
989,123,VOL01172,20
990,123,VOL00279,16
991,123,VOL00233,20
992,123,VOL00143,23
993,123,VOL00133,18
994,123,VOL02888,18
995,124,VOL00412,45
996,124,VOL02254,39
997,124,VOL02225,39
998,124,VOL01337,87
999,124,VOL01172,71
1000,124,VOL00279,58
1001,124,VOL00233,71
1002,124,VOL00143,81
1003,124,VOL00133,63
1004,124,VOL02888,63
1005,124,VOL00998,51
1006,125,VOL00412,13
1007,125,VOL02254,11
1008,125,VOL02225,11
1009,125,VOL01337,25
1010,126,VOL00412,26
1011,126,VOL02254,22
1012,126,VOL02225,22
1013,126,VOL01337,50
1014,126,VOL01172,41
1015,126,VOL00279,33
1016,126,VOL00233,40
1017,126,VOL00143,46
1018,126,VOL00133,36
1019,126,VOL02888,36
1020,127,VOL00412,45
1021,127,VOL02254,39
1022,127,VOL02225,39
1023,127,VOL01337,87
1024,127,VOL02918,78
1025,127,VOL01172,71
1026,128,VOL00412,13
1027,128,VOL02254,11
1028,128,VOL02225,11
1029,128,VOL01337,25
1030,129,VOL00412,26
1031,129,VOL02254,22
1032,129,VOL02225,22
1033,129,VOL01337,50
1034,129,VOL01172,41
1035,129,VOL00279,33
1036,129,VOL00233,40
1037,129,VOL00143,46
1038,129,VOL00133,36
1039,129,VOL02888,36
1040,129,VOL00998,29
1041,130,VOL00412,13
1042,130,VOL02254,11
1043,130,VOL02225,11
1044,130,VOL01337,25
1045,131,VOL00412,13
1046,131,VOL02254,11
1047,131,VOL02225,11
1048,131,VOL01337,25
1049,131,VOL01172,20
1050,131,VOL00279,16
1051,131,VOL00389,17
1052,131,VOL00233,20
1053,132,VOL00412,13
1054,132,VOL02254,11
1055,132,VOL02225,11
1056,132,VOL01337,25
1057,132,VOL01172,20
1058,132,VOL00279,16
1059,132,VOL00233,20
1060,132,VOL00143,23
1061,132,VOL00133,18
1062,132,VOL02888,18
1063,132,VOL00998,15
1064,133,VOL00412,13
1065,133,VOL02254,11
1066,133,VOL02225,11
1067,133,VOL01337,25
1068,133,VOL02918,22
1069,133,VOL01172,20
1070,134,VOL00412,26
1071,134,VOL02254,22
1072,134,VOL02225,22
1073,134,VOL01337,50
1074,134,VOL01172,41
1075,134,VOL00279,33
1076,134,VOL00233,40
1077,134,VOL00143,46
1078,134,VOL00133,36
1079,134,VOL02888,36
1080,134,VOL00998,29
1081,135,VOL00412,58
1082,135,VOL02254,50
1083,135,VOL02225,50
1084,135,VOL01337,112
1085,135,VOL01172,91
1086,135,VOL00279,74
1087,135,VOL00233,91
1088,135,VOL00143,104
1089,135,VOL00133,81
1090,135,VOL02888,80
1091,136,VOL00412,13
1092,136,VOL02254,11
1093,136,VOL02225,11
1094,136,VOL01337,25
1095,136,VOL01172,20
1096,136,VOL00279,16
1097,136,VOL00233,20
1098,136,VOL00143,23
1099,136,VOL01066,17
1100,136,VOL00133,18
1101,137,VOL00412,45
1102,137,VOL02254,39
1103,137,VOL02225,39
1104,137,VOL01337,87
1105,137,VOL01172,71
1106,137,VOL00279,58
1107,137,VOL00233,71
1108,137,VOL00143,81
1109,137,VOL00133,63
1110,137,VOL02888,63
1111,138,VOL00412,13
1112,138,VOL02254,11
1113,138,VOL02225,11
1114,138,VOL01337,25
1115,138,VOL01172,20
1116,138,VOL00279,16
1117,139,VOL00412,26
1118,139,VOL02254,22
1119,139,VOL02225,22
1120,139,VOL01337,50
1121,139,VOL01172,41
1122,139,VOL00279,33
1123,139,VOL00233,40
1124,139,VOL00143,46
1125,139,VOL00133,36
1126,139,VOL02888,36
1127,140,VOL00412,58
1128,140,VOL02254,50
1129,140,VOL02225,50
1130,140,VOL01337,112
1131,140,VOL01172,91
1132,140,VOL00279,74
1133,141,VOL00412,13
1134,141,VOL02254,11
1135,141,VOL02225,11
1136,141,VOL01337,25
1137,141,VOL01172,20
1138,141,VOL00279,16
1139,141,VOL00233,20
1140,141,VOL00143,23
1141,141,VOL01066,17
1142,141,VOL00133,18
1143,142,VOL00412,13
1144,142,VOL02254,11
1145,142,VOL02225,11
1146,142,VOL01337,25
1147,142,VOL02918,22
1148,142,VOL01172,20
1149,143,VOL00412,26
1150,143,VOL02254,22
